table;date_heure;date_propre;heure_propre;duree_milliseconde;duree_seconde;duree_minute;moyenne;amp_max;amp_min;somme_amp;ecart_type;indice_duree;indice_amplitude;id_debut;id_fin;avisaro;signal;periode;traitement
avisaro_20160909;1473432710;09/09/2016;16:51:50;12975;13.0;0.2;53;58;44;27132;3.67;9;5715;1779961;1780480;002;288;5;16.00
avisaro_20160909;1473432724;09/09/2016;16:52:04;49975;50.0;0.8;53;60;44;104786;3.69;35;11232;1780521;1782520;002;289;5;16.00
avisaro_20160909;1473432777;09/09/2016;16:52:57;5805065;5805.1;96.8;57;74;44;13129400;4.03;4105;125755;1782641;2014840;002;290;5;16.00
avisaro_20160909;1473438603;09/09/2016;18:30:03;5806064;5806.1;96.8;78;354;32;17901205;5.28;4106;242517;2015681;2247920;002;291;5;16.00
avisaro_20160909;1473445881;09/09/2016;20:31:21;45976;46.0;0.8;55;67;43;100878;4.22;33;11023;2306801;2308640;002;292;5;16.00
avisaro_20160929;1475174453;29/09/2016;20:40:53;3230009;3230.0;53.8;29;75;12;3725004;4.40;2284;34282;1;129200;002;1;5;16.00
avisaro_20160929;1475177751;29/09/2016;21:35:51;11975;12.0;0.2;35;76;10;16440;10.46;8;3271;131921;132400;002;2;7;16.00
avisaro_20160929;1475177834;29/09/2016;21:37:14;7976;8.0;0.1;43;113;12;13472;18.49;6;2063;135241;135560;002;3;7;16.00
avisaro_20160929;1475177901;29/09/2016;21:38:21;3975;4.0;0.1;25;125;11;3930;19.54;3;1113;137921;138080;002;4;7;16.00
avisaro_20160929;1475178367;29/09/2016;21:46:07;10975;11.0;0.2;113;275;9;49657;60.29;8;7740;156561;157000;002;5;7;16.00
avisaro_20160929;1475181381;29/09/2016;22:36:21;2975;3.0;0.0;28;204;10;3242;31.53;2;1453;277121;277240;002;6;7;16.00
avisaro_20160929;1475181434;29/09/2016;22:37:14;7975;8.0;0.1;52;345;11;16346;43.54;6;2275;279241;279560;002;7;7;16.00
avisaro_20160929;1475181452;29/09/2016;22:37:32;16975;17.0;0.3;73;360;11;49317;64.31;12;3963;279961;280640;002;8;7;16.00
avisaro_20160929;1475181469;29/09/2016;22:37:49;5975;6.0;0.1;84;357;9;19963;91.07;4;4907;280641;280880;002;9;7;16.00
avisaro_20160929;1475181475;29/09/2016;22:37:55;36975;37.0;0.6;32;98;8;46428;17.35;26;3833;280881;282360;002;10;7;16.00
avisaro_20160929;1475181515;29/09/2016;22:38:35;3975;4.0;0.1;23;34;15;3616;3.82;3;1067;282481;282640;002;11;7;16.00
avisaro_20160929;1475181519;29/09/2016;22:38:39;5975;6.0;0.1;23;31;15;5443;3.57;4;1309;282641;282880;002;12;7;16.00
avisaro_20160929;1475181525;29/09/2016;22:38:45;58975;59.0;1.0;25;74;15;57072;4.40;42;4240;282881;285240;002;13;7;16.00
avisaro_20160929;1475181599;29/09/2016;22:39:59;57976;58.0;1.0;44;212;15;101629;11.57;41;11062;285841;288160;002;14;7;16.00
avisaro_20160929;1475182116;29/09/2016;22:48:36;5975;6.0;0.1;46;329;11;10995;47.67;4;1867;306521;306760;002;15;7;16.00
avisaro_20160929;1475182211;29/09/2016;22:50:11;2975;3.0;0.0;25;155;10;2948;20.71;2;964;310321;310440;002;16;7;16.00
avisaro_20160929;1475182634;29/09/2016;22:57:14;5976;6.0;0.1;46;348;10;10982;48.87;4;3636;327241;327480;002;17;7;16.00
avisaro_20160929;1475182714;29/09/2016;22:58:34;2975;3.0;0.0;25;132;13;2997;17.90;2;972;330441;330560;002;18;7;16.00
avisaro_20160929;1475182797;29/09/2016;22:59:57;4975;5.0;0.1;37;316;11;7354;47.10;4;1526;333761;333960;002;19;7;16.00
avisaro_20160929;1475182812;29/09/2016;23:00:12;2975;3.0;0.0;24;149;12;2844;19.79;2;946;334361;334480;002;20;7;16.00
avisaro_20160929;1475184032;29/09/2016;23:20:32;4975;5.0;0.1;49;345;9;9775;53.96;4;2525;383161;383360;002;21;7;16.00
avisaro_20160929;1475184953;29/09/2016;23:35:53;6975;7.0;0.1;45;221;8;12333;32.82;5;1976;420001;420280;002;22;7;16.00
avisaro_20160929;1475186223;29/09/2016;23:57:03;6975;7.0;0.1;48;169;10;13291;24.05;5;4000;470801;471080;002;23;7;16.00
avisaro_20160929;1475186242;29/09/2016;23:57:22;17975;18.0;0.3;27;36;17;19241;3.80;13;2462;471561;472280;002;24;7;16.00
avisaro_20160929;1475186275;29/09/2016;23:57:55;2975;3.0;0.0;20;162;8;2368;23.16;2;864;472881;473000;002;25;7;16.00
avisaro_20160929;1475186366;29/09/2016;23:59:26;3975;4.0;0.1;43;351;10;6738;57.41;3;1460;476521;476680;002;26;7;16.00
avisaro_20160930;1475215430;30/09/2016;08:03:50;8975;9.0;0.1;101;360;9;36164;81.89;6;3397;575161;575520;002;1;2;16.00
avisaro_20160930;1475215512;30/09/2016;08:05:12;123975;124.0;2.1;37;232;12;178744;16.42;88;7521;578441;583400;002;2;2;16.00
avisaro_20160930;1475215636;30/09/2016;08:07:16;2975;3.0;0.0;21;26;14;2461;3.26;2;880;583401;583520;002;3;2;16.00
avisaro_20160930;1475215681;30/09/2016;08:08:01;38975;39.0;0.6;71;138;14;109816;22.94;28;18993;585201;586760;002;4;2;16.00
avisaro_20160930;1475215751;30/09/2016;08:09:11;8975;9.0;0.1;61;148;10;21679;30.06;6;3761;588001;588360;002;5;2;16.00
avisaro_20160930;1475215906;30/09/2016;08:11:46;41975;42.0;0.7;61;161;12;100828;17.97;30;14384;594201;595880;002;6;2;16.00
avisaro_20160930;1475216002;30/09/2016;08:13:22;4975;5.0;0.1;89;359;11;17753;97.68;4;7638;598041;598240;002;7;2;16.00
avisaro_20160930;1475223261;30/09/2016;10:14:21;41975;42.0;0.7;28;82;10;45914;8.31;30;3806;888401;890080;002;8;3;16.00
avisaro_20160930;1475223559;30/09/2016;10:19:19;4975;5.0;0.1;34;185;11;6755;28.54;4;1461;900321;900520;002;9;3;16.00
avisaro_20160930;1475223575;30/09/2016;10:19:35;3975;4.0;0.1;26;62;11;4055;12.21;3;1130;900961;901120;002;10;3;16.00
avisaro_20160930;1475223617;30/09/2016;10:20:17;18975;19.0;0.3;28;61;9;21089;6.54;13;2577;902641;903400;002;11;3;16.00
avisaro_20160930;1475223653;30/09/2016;10:20:53;3975;4.0;0.1;29;172;10;4598;24.05;3;1730;904081;904240;002;12;3;16.00
avisaro_20160930;1475233248;30/09/2016;13:00:48;2975;3.0;0.0;23;101;11;2713;13.96;2;924;1287881;1288000;002;13;4;16.00
avisaro_20160930;1475233615;30/09/2016;13:06:55;385975;386.0;6.4;29;359;10;435695;8.28;273;11743;1302561;1318000;002;14;4;16.00
avisaro_20160930;1475234008;30/09/2016;13:13:28;6975;7.0;0.1;21;30;12;5770;4.17;5;1348;1318281;1318560;002;15;4;16.00
avisaro_20160930;1475234077;30/09/2016;13:14:37;1975;2.0;0.0;21;29;13;1642;4.27;1;719;1321041;1321120;002;16;4;16.00
avisaro_20160930;1475234102;30/09/2016;13:15:02;29975;30.0;0.5;42;181;10;49728;19.92;21;3967;1322041;1323240;002;17;4;16.00
avisaro_20160930;1475234132;30/09/2016;13:15:32;13975;14.0;0.2;22;60;12;12078;5.38;10;1951;1323241;1323800;002;18;4;16.00
avisaro_20160930;1475234146;30/09/2016;13:15:46;5975;6.0;0.1;21;32;12;5021;4.50;4;1258;1323801;1324040;002;19;4;16.00
avisaro_20160930;1475234154;30/09/2016;13:15:54;2975;3.0;0.0;21;29;12;2470;4.38;2;882;1324121;1324240;002;20;4;16.00
avisaro_20160930;1475234168;30/09/2016;13:16:08;10975;11.0;0.2;43;84;12;18599;15.39;8;3481;1324681;1325120;002;21;4;16.00
avisaro_20160930;1475234179;30/09/2016;13:16:19;25975;26.0;0.4;22;32;11;22353;4.70;18;2654;1325121;1326160;002;22;4;16.00
avisaro_20160930;1475234207;30/09/2016;13:16:47;2975;3.0;0.0;21;29;12;2483;4.38;2;884;1326241;1326360;002;23;4;16.00
avisaro_20160930;1475241185;30/09/2016;15:13:05;2975;3.0;0.0;24;168;9;2794;23.99;2;938;1605361;1605480;002;24;4;16.00
avisaro_20160930;1475248095;30/09/2016;17:08:15;4294967295;999999.9;9999.9;29;65535;11;28173951;82.01;707107;95984;1881761;2869840;002;25;5;16.00
